DateTime,SA05_CR_1F_TTHT_TT155.PV,SA05_CR_1F_TTHT_TT156.PV,SA05_CR_1F_TTHT_TT02.PV,SA05_CR_1F_TTHT_TT03.PV,SA05_CR_1F_TTHT_TT04.PV,SA05_CR_1F_TTHT_TT50.PV,SA05_CR_1F_TTHT_TT51.PV,SA05_CR_1F_TTHT_TT52.PV,SA05_CR_1F_TTHT_TT53.PV,SA05_CR_1F_TTHT_TT54.PV
05/01/2023 02:15:00,22.62152863,21.6875,19.6875,23.14525604,24.32013893,20.90659714,22.43286896,22.14699173,21.09085464,19.45219803
05/01/2023 02:16:00,22.70833397,21.6875,19.6875,23.14525604,24.32013893,20.90659714,22.43286896,22.14699173,21.09085464,19.45219803
05/01/2023 02:17:00,22.70833397,21.6875,19.6875,23.15972137,24.32013893,20.90659714,22.43286896,22.14699173,21.06192017,19.45219803
05/01/2023 02:18:00,22.62152863,21.6875,19.6875,23.15972137,24.32013893,20.90659714,22.43286896,22.14699173,21.09085464,19.45219803
05/01/2023 02:19:00,22.58680534,21.6875,19.6875,23.14525604,24.32013893,20.90659714,22.31713104,22.14699173,21.09085464,19.43772888
05/01/2023 02:20:00,22.58680534,21.73958397,19.6875,23.15972137,24.32013893,20.90659714,22.31713104,22.14699173,21.06192017,19.45219803
05/01/2023 02:21:00,22.51736069,21.6875,19.6875,23.14525604,24.32013893,20.90659714,22.31713104,22.14699173,21.09085464,19.43772888
05/01/2023 02:22:00,22.55208397,21.6875,19.6875,23.14525604,24.32013893,20.90659714,22.31713104,22.00231552,21.09085464,19.43772888
05/01/2023 02:23:00,22.58680534,21.6875,19.6875,23.15972137,24.32013893,20.90659714,22.31713104,22.00231552,21.09085464,19.45219803
05/01/2023 02:24:00,22.62152863,21.6875,19.6875,23.15972137,24.32013893,20.90659714,22.31713104,22.00231552,21.06192017,19.43772888
05/01/2023 02:25:00,22.62152863,21.6875,19.6875,23.15972137,24.32013893,20.90659714,22.31713104,22.00231552,21.06192017,19.45219803
05/01/2023 02:26:00,22.58680534,21.6875,19.6875,23.14525604,24.32013893,20.90659714,22.31713104,22.00231552,21.06192017,19.45219803
05/01/2023 02:27:00,22.58680534,21.6875,19.6875,23.14525604,24.32013893,20.90659714,22.23032379,22.00231552,21.06192017,19.43772888
05/01/2023 02:28:00,22.62152863,21.6875,19.6875,23.14525604,24.32013893,20.80532455,22.23032379,22.00231552,21.06192017,19.43772888
05/01/2023 02:29:00,22.62152863,21.6875,19.6875,23.14525604,24.32013893,20.90659714,22.23032379,22.14699173,21.09085464,19.45219803
05/01/2023 02:30:00,22.58680534,21.6875,19.6875,23.14525604,24.32013893,20.90659714,22.23032379,22.14699173,21.09085464,19.45219803
05/01/2023 02:31:00,22.70833397,21.6875,19.6875,23.14525604,24.32013893,21.02234077,22.23032379,22.14699173,21.06192017,19.45219803
05/01/2023 02:32:00,22.62152863,21.6875,19.6875,23.14525604,24.32013893,21.02234077,22.23032379,22.14699173,21.09085464,19.43772888
05/01/2023 02:33:00,22.62152863,21.6875,19.6875,23.15972137,24.32013893,21.02234077,22.23032379,22.21932983,21.09085464,19.45219803
05/01/2023 02:34:00,22.62152863,21.6875,19.6875,23.26099396,24.32013893,21.02234077,22.12905121,22.21932983,21.06192017,19.51006889
05/01/2023 02:35:00,22.58680534,21.6875,19.6875,23.26099396,24.32013893,21.12361145,22.12905121,22.14699173,21.09085464,19.51006889
05/01/2023 02:36:00,22.62152863,21.6875,19.6875,23.26099396,24.32013893,21.12361145,22.12905121,22.14699173,21.06192017,19.52453423
05/01/2023 02:37:00,22.62152863,21.6875,19.6875,23.26099396,24.32013893,21.12361145,22.12905121,22.14699173,21.09085464,19.52453423
05/01/2023 02:38:00,22.70833397,21.6875,19.6875,23.26099396,24.32013893,21.12361145,22.12905121,22.14699173,21.09085464,19.52453423
05/01/2023 02:39:00,22.77777672,21.6875,19.6875,23.26099396,24.32013893,21.12361145,22.12905121,22.21932983,21.06192017,19.51006889
05/01/2023 02:40:00,22.77777672,21.60069466,19.6875,23.26099396,24.32013893,21.10914612,22.01330948,22.21932983,21.06192017,19.51006889
05/01/2023 02:41:00,22.70833397,21.6875,19.6875,23.26099396,24.32013893,21.12361145,22.01330948,22.21932983,21.09085464,19.51006889
05/01/2023 02:42:00,22.77777672,21.73958397,19.6875,23.26099396,24.32013893,21.12361145,22.01330948,22.21932983,21.09085464,19.51006889
05/01/2023 02:43:00,22.77777672,21.6875,19.6875,23.26099396,24.32013893,21.12361145,22.01330948,22.21932983,21.06192017,19.51006889
05/01/2023 02:44:00,22.70833397,21.6875,19.6875,23.26099396,24.32013893,21.12361145,22.01330948,22.21932983,21.09085464,19.51006889
05/01/2023 02:45:00,22.62152863,21.6875,19.6875,23.36227036,24.32013893,21.12361145,22.01330948,22.21932983,21.06192017,19.51006889
05/01/2023 02:46:00,22.62152863,21.6875,19.6875,23.36227036,24.32013893,21.12361145,22.01330948,22.21932983,21.09085464,19.51006889
05/01/2023 02:47:00,22.70833397,21.6875,19.6875,23.36227036,24.32013893,21.12361145,22.01330948,22.21932983,21.09085464,19.51006889
05/01/2023 02:48:00,22.70833397,21.6875,19.6875,23.36227036,24.32013893,21.12361145,22.01330948,22.21932983,21.06192017,19.51006889
05/01/2023 02:49:00,22.62152863,21.6875,19.6875,23.36227036,24.32013893,21.12361145,21.94097137,22.21932983,21.09085464,19.51006889
05/01/2023 02:50:00,22.58680534,21.60069466,19.6875,23.36227036,24.32013893,21.12361145,21.94097137,22.21932983,21.06192017,19.51006889
05/01/2023 02:51:00,22.58680534,21.6875,19.6875,23.36227036,24.32013893,21.12361145,21.94097137,22.21932983,21.09085464,19.51006889
05/01/2023 02:52:00,22.51736069,21.6875,19.6875,23.36227036,24.32013893,21.12361145,21.94097137,22.21932983,21.06192017,19.51006889
05/01/2023 02:53:00,22.44791794,21.6875,19.6875,23.36227036,24.32013893,21.12361145,21.94097137,22.21932983,21.09085464,19.52453423
05/01/2023 02:54:00,22.44791794,21.6875,19.6875,23.36227036,24.32013893,21.12361145,21.94097137,22.21932983,21.06192017,19.51006889
05/01/2023 02:55:00,22.44791794,21.6875,19.6875,23.36227036,24.32013893,21.12361145,21.94097137,22.21932983,21.09085464,19.51006889
05/01/2023 02:56:00,22.44791794,21.6875,19.6875,23.36227036,24.32013893,21.12361145,21.94097137,22.21932983,21.09085464,19.51006889
05/01/2023 02:57:00,22.44791794,21.6875,19.6875,23.36227036,24.32013893,21.12361145,21.94097137,22.21932983,21.09085464,19.51006889
05/01/2023 02:58:00,22.44791794,21.6875,19.6875,23.36227036,24.32013893,21.10914612,21.94097137,22.21932983,21.09085464,19.51006889
05/01/2023 02:59:00,22.37847137,21.6875,19.6875,23.36227036,24.32013893,21.12361145,21.94097137,22.21932983,21.09085464,19.51006889
05/01/2023 03:00:00,22.1875,21.6875,19.6875,23.47800827,24.32013893,21.12361145,21.94097137,22.21932983,21.09085464,19.52453423
05/01/2023 03:01:00,22.1875,21.6875,19.6875,23.47800827,24.32013893,21.12361145,21.94097137,22.21932983,21.09085464,19.52453423
